ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1031,黎,hide,aoi-default,hide,hide,「我本来以为你跟零表白的事情是发生在零和空熟识之后的，毕竟你们俩的聊天里提到了“让她受伤”。我本来就直接假设了，那个“她”该不会就是空吧——」,碧的房间,,,,
1032,黎,hide,aoi-default,hide,hide,「但是，我很快发现这么推理的话，后面的路走不通不说，刚才的那些疑点也完全得不到解决。我本以为药物化验结果能给我点思路，但很可惜，药物只是单纯的药物而已。」,碧的房间,,,,
1033,碧,hide,aoi-default,hide,hide,「所以呢，如果再说这种无聊的东西的话我真的要请你出去了——」,碧的房间,,,,
1034,黎,hide,aoi-default,hide,hide,「所以，我不得不猜想，会不会那段回忆里的“她”另有所指？」,碧的房间,,,,
1035,黎,hide,aoi-default,hide,hide,「既然这样的话，那么就表明你跟她表白被拒绝发生在一切的开始——」,碧的房间,,,,
1036,碧,hide,aoi-happy,hide,hide,「哦？」,碧的房间,,,,
1037,,hide,aoi-happy,hide,hide,碧原本生气的表情变成了好奇，似乎在等待着我的下一句话。,碧的房间,,,,
1038,黎,hide,aoi-happy,hide,hide,「很可惜，虽然表白那天的日期我大概知道，但我并不知道其他回忆的具体日期。所以我并不能直接说我的猜想就是对的——」,碧的房间,,,,
1039,碧,hide,aoi-happy,hide,hide,「我还以为黎先生能说出什么有意思的、能吸引我的东西呢——到头来，还是在自顾自地胡言乱语嘛……」,碧的房间,,,,
1040,碧,hide,aoi-happy,hide,hide,「亏我对这样的黎先生有什么期待呢——这样的话，门在那边……」,碧的房间,,,,
1041,,hide,aoi-happy,hide,hide,少女不耐烦地请我离开她的屋子。,碧的房间,,,,
1042,黎,hide,aoi-happy,hide,hide,「不过我发现了一个玩偶，一个放在零家里书柜上、耳朵掉了一只的玩偶——」,碧的房间,,,,
1043,黎,hide,aoi-happy,hide,hide,「那是零当妹妹般珍视的东西吧……如果对话里指的对象是那个玩偶的话，一切不就说的通了吗……某个人的嫉妒心甚至上升到了娃娃，然后选择了破坏。」,碧的房间,,,,
1044,碧,hide,aoi-panic,hide,hide,（唔——）,碧的房间,,,,
1045,,hide,aoi-panic,hide,hide,少女明显动摇了——看来说中了。,碧的房间,,,,
1046,碧,hide,aoi-panic,hide,hide,「不过知道这个，又能怎么样呢？」,碧的房间,,,,
1047,黎,hide,aoi-panic,hide,hide,「哟？现在不赶我出去了？」,碧的房间,,,,
1048,碧,hide,aoi-happy,hide,hide,「我突然觉得你说话还挺有意思的。」,碧的房间,,,,
1049,碧,hide,aoi-happy,hide,hide,「你继续说吧，我倒要看看你能说到什么地步——」,碧的房间,,,,
1050,,hide,aoi-happy,hide,hide,碧明显来了兴致，饶有意味地跟我说着。,碧的房间,,,,
1051,黎,hide,aoi-happy,hide,hide,（这小丫头真的是不知天高地厚啊……）,碧的房间,,,,
1052,黎,hide,aoi-happy,hide,hide,「刚才我们说了吧，那段回忆发生在开头——就代表后面的故事都是发生在告白之后。那这样的话，似乎有一种可能性就冒出来了——一种可以解答所有疑问的可能性。」,碧的房间,,,,
1053,黎,hide,aoi-happy,hide,hide,「碧，你知道海的女儿的故事吗？小人鱼为了跟自己喜欢的人在一起，可以忍受着痛苦，装成一个人类跟王子交往。」,碧的房间,,,,
1054,黎,hide,aoi-happy,hide,hide,「那么，表白失败的碧，会不会也会选择把尾巴变成双脚呢——」,碧的房间,,,,
1055,黎,hide,aoi-happy,hide,hide,「你说是吧，话剧社社长，碧——」,碧的房间,,,,
1056,碧,hide,aoi-panic,hide,hide,「咕——」,碧的房间,,,,
1057,,hide,aoi-panic,hide,hide,碧的表情变得恶毒起来了。,碧的房间,,,,
1058,黎,hide,aoi-panic,hide,hide,「为什么零第一次和空接触就感觉空接触过她？因为那就是你啊，碧。」,碧的房间,,,,
1059,黎,hide,aoi-panic,hide,hide,「为什么你知道零和空的对话内容？因为那是你现编的啊，你肯定记得——」,碧的房间,,,,
1060,黎,hide,aoi-panic,hide,hide,「至于为什么空消失无踪了？因为那就是你扮演的，法律上根本不存在这个人。」,碧的房间,,,,
1061,黎,hide,aoi-panic,hide,hide,「至此，所有谜题在一个大反转下得到解答。真是一个完美的推理故事呢——」,碧的房间,,,,
1062,碧,hide,aoi-panic,hide,hide,「真是个奇妙的设想啊，黎先生，我完全听不懂你在说什么——」,碧的房间,,,,
1063,黎,hide,aoi-panic,hide,hide,「听不懂也不要紧，碧。我继续说就好了。」,碧的房间,,,,
1064,黎,hide,aoi-panic,hide,hide,「推理故事不需要，但是现实需要证据——」,碧的房间,,,,
1065,黎,hide,aoi-panic,hide,hide,「我昨天去你们学校找了话剧社的指导老师，发现三个月前社长曾经改过一个台本，删掉了一个帅气的长发角色——」,碧的房间,,,,
1066,黎,hide,aoi-panic,hide,hide,「你猜怎么，那个老师给我看了那张照片——」,碧的房间,,,,
1067,黎,hide,aoi-panic,hide,hide,「上面的人，刚好跟零记忆碎片里的那位一模一样呢。」,碧的房间,,,,
1068,碧,hide,aoi-panic,hide,hide,「啊啊啊啊啊啊——那个该死的老头，不是跟他说了台本不能随便给外人看吗？」,碧的房间,,,,
1069,黎,hide,aoi-panic,hide,hide,「很明显，他并没有遵守约定——」,碧的房间,,,,
1070,碧,hide,aoi-panic,hide,hide,「但这样你还是证明不了什么吧。你是警察吧，证据呢？找不到证据还这么大言不惭，一张照片而已怎么能当证据？」,碧的房间,,,,
1071,黎,hide,aoi-panic,hide,hide,「当不了证据不要紧，碧。毕竟你又没有犯罪，证据什么都是法庭上说的。」,碧的房间,,,,
1072,黎,hide,aoi-panic,hide,hide,「我们现在要做的，是让零恢复正常，不是吗？」,碧的房间,,,,
1073,黎,hide,aoi-panic,hide,hide,「让那个发现空的真实身份后，选择跳楼的少女，恢复正常——」,碧的房间,,,,
1074,碧,hide,aoi-spoil,hide,hide,「…………」,碧的房间,,,,
1075,碧,hide,aoi-spoil,hide,hide,「果然，你比我想象中有趣呢，黎先生。」,碧的房间,,,,
1076,,hide,aoi-spoil,hide,hide,碧微笑着，淡淡地微笑着。,碧的房间,,,,
1077,,hide,aoi-spoil,hide,hide,碧的肩膀开始颤抖，她的身影似乎跟空开始重合。,碧的房间,,,,
1078,,zero-default,hide,aoi-default,hide,仔细一想，两个人确实很像。,碧的房间,,,,
1079,,zero-default,hide,aoi-default,hide,,碧的房间,,,,#这里注意下演出 放两个立绘对比
1080,碧,hide,aoi-happy,hide,hide,「对不起……不该发这么大火。」,碧的房间,,,,
1081,,hide,aoi-happy,hide,hide,碧似乎终于放弃了抵抗。,碧的房间,,,,
1082,碧,hide,aoi-happy,hide,hide,「你说得对。现在最重要的，是让零恢复过来吧……如果你有什么办法，请您一定要告诉我！」,碧的房间,,,,
1083,黎,hide,aoi-happy,hide,hide,「既然如此，我有一个法子——零现在不能受太大刺激，这个方法得需要你配合下……」,碧的房间,,,,
1084,黎,hide,aoi-happy,hide,hide,「……所以，那位少女只是暂时离开，而你把离别这件事也忘记了而已。」,医院，1202号病房,,,,
1085,黎,hide,aoi-happy,hide,hide,「具体的事情去问碧吧，她已经鼓起勇气打算把一切告诉你了，即使会很残酷……」,医院，1202号病房,,,,
1086,零,hide,zero-suprise,hide,hide,「诶——是这样吗，黎先生。」,医院，1202号病房,,,,
1087,,hide,zero-suprise,hide,hide,少女狐疑地看着我——那是当然，毕竟“空存在”这件事，纯是我瞎编的。,医院，1202号病房,,,,
1088,零,hide,zero-suprise,hide,hide,「但是为什么，碧之前什么都不说呢……」,医院，1202号病房,,,,
1089,零,hide,zero-sad,hide,hide,「不过这样，我就能明白，为什么我会觉得这么悲伤了……」,医院，1202号病房,,,,
1090,黎,hide,zero-sad,hide,hide,「零……」,医院，1202号病房,,,,
1091,,hide,zero-serious,hide,hide,我哽咽了，对少女撒谎的罪恶感贯穿了我。,医院，1202号病房,,,,
1092,零,hide,zero-serious,hide,hide,「我明白了。谢谢你的帮忙，黎先生。」,医院，1202号病房,,,,
1093,,hide,zero-serious,hide,hide,少女朝我鞠了一躬。,医院，1202号病房,,,,
1094,零,hide,zero-serious,hide,hide,「我会找碧问个清楚的。谢谢你的情报，黎先生……」,医院，1202号病房,,,,
1095,,hide,hide,hide,hide,…………,医院，1202号病房,,,,
1096,,hide,hide,hide,hide,…………,医院，1202号病房,,,,
1097,,hide,hide,hide,hide,直到最后，我都能清晰地感知到：少女绝对知道我在说谎。,医院，1202号病房,,,,
1098,,hide,hide,hide,hide,但她没有拆穿我，已经是万幸了——毕竟这是我和碧之间的约定，我们都希望她不要知道真相为好。,医院，1202号病房,,,,
1099,,hide,hide,hide,hide,后来的事情怎么样我不清楚了。,天空,,,,
1100,,hide,hide,hide,hide,只是一年之后，我又看到了空——,天空,,,,
1101,,hide,hide,hide,hide,不，应该说，那是我第一次用自己的双眼看到空。,天空,,,,
1102,,hide,hide,hide,hide,零所在的那所学校在剧院进行表演时，我和朋友去了现场。,天空,,,,
1103,,hide,hide,hide,hide,当少女空出现在舞台中央时，我先是惊讶，随即被那动人心弦的演出所深深打动。,天空,,,,
1104,,hide,hide,hide,hide,即使那确实是空的外貌，但我的职业直觉还是辨认了出来——那是碧扮演的。,天空,,,,
1105,,hide,hide,hide,hide,我第一次认识到，碧不愧是话剧社社长。,天空,,,,
1106,,hide,hide,hide,hide,在散场时，我看到了前排一位长得像零的少女。只是因为人太多，并没有打上招呼。,天空,,,,
1107,黎,hide,hide,hide,hide,（也许这个结局，并没有想象中那么坏……）,天空,,,,
1108,,hide,hide,hide,hide,我暗暗感慨道。,天空,,,loadscene(VNMainMenu),
