ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1024,,hide,hide,zero_bad,hide,空的复杂眼神、,教室1,零のテーマ,,,
1025,,hide,hide,zero_bad,hide,空那让人着迷的过去——,教室1,零のテーマ,,,
1026,,hide,hide,zero_doki,hide,扑通扑通。,教室1,零のテーマ,,,
1027,零,hide,hide,zero_doki,hide,空,教室1,零のテーマ,,,
1028,,hide,hide,zero_hurt,hide,不对劲，警报开始悲鸣。,教室1,零のテーマ,,,
1029,,hide,hide,zero_hurt,hide,纵使大脑依然眩晕，但是疑点正一个个击散在我的脸上。,教室1,零のテーマ,,,
1030,,hide,hide,zero_hurt,hide,不对劲，十分不对劲。,教室1,零のテーマ,,,
1031,,hide,hide,zero_hurt,hide,我什么时候认识空的？好像是那场大雨，我们擦肩而过。,教室1,零のテーマ,,,
1032,,hide,hide,zero_hurt,hide,第一次正式对话呢？是在学校吧，她把伞还给我了。,教室1,零のテーマ,,,
1033,,hide,hide,zero_hurt,hide,但她那天为什么，感觉像很久之前认识了我？,教室1,零のテーマ,,,
1034,,hide,hide,zero_hurt,hide,那真的是第一次见面吗？,教室1,零のテーマ,,,
1035,,hide,hide,zero_hurt,hide,无数的针都在刺着我的大脑，生疼。,教室1,零のテーマ,,,
1036,,hide,hide,zero_hurt,hide,我在选购我的大脑。,教室1,零のテーマ,,,
1037,零,hide,hide,zero_serious,hide,碧,教室1,零のテーマ,,,
1038,,hide,hide,zero_sad,hide,说实在的，碧又是怎么看待的呢？,教室1,零のテーマ,,,
1039,,hide,hide,zero_sad,hide,为什么听说我对空感兴趣后，是那个态度？,教室1,零のテーマ,,,
1040,,hide,hide,zero_sad,hide,也不是不能理解，但是不是有点过了。,教室1,零のテーマ,,,
1041,,hide,hide,zero_sad,hide,她好像在掩盖着什么似的。,教室1,零のテーマ,,,
1042,,hide,hide,zero_sad,hide,碧应该会支持我的，但现在却只是——,教室1,零のテーマ,,,
1043,零,hide,hide,zero_sad,hide,难道——,教室1,零のテーマ,,,
1044,,hide,hide,zero_scare,hide,这几天的故事在我的眼前闪过。,教室1,零のテーマ,,,
1045,,hide,hide,zero_scare,hide,一个可怕的可能性萦绕在我的脑海。,教室1,零のテーマ,,,
1046,零,hide,hide,zero_scare,hide,……不可能的吧,教室1,零のテーマ,,,
1047,,hide,hide,zero_suprise,hide,诶？,教室1,零のテーマ,,,
1048,,hide,hide,zero_suprise,hide,窗户外面有声音。,教室1,零のテーマ,,,
1049,,hide,hide,zero_suprise,sora_default,我抬起头，却看到熟悉的影子从我教室门口一闪而过。,教室1,零のテーマ,,,
1050,,hide,hide,zero_suprise,sora_default,是她是她是她是她是她是她！,教室1,零のテーマ,,,
1051,零,hide,hide,zero_suprise,sora_default,空！,教室1,零のテーマ,,,
1052,,hide,hide,zero_suprise,sora_default,空明显愣了愣，然后跑开了。,教室1,零のテーマ,,,
1053,,hide,hide,zero_default,hide,我提着手提包猛然离开了教室。,教室1,零のテーマ,,,
1054,,hide,hide,zero_default,hide,手提包的底部，放着一块写着不认识的外文的巧克力。,教室1,零のテーマ,,,
1055,零,hide,hide,zero_default,hide,不行，得追上她！,教室1,零のテーマ,,,
1056,,hide,hide,zero_hurt,hide,我不知道我在寻找什么。,教室1,零のテーマ,,,
1057,零,hide,hide,zero_doki,hide,（但无论怎么说——）,教室1,零のテーマ,,,
1058,,hide,hide,zero_hurt,hide,也不知道空为什么这么久不回我信息。,教室1,零のテーマ,,,
1059,零,hide,hide,zero_doki,hide,（我果然还是喜欢——）,教室1,零のテーマ,,,
1060,,hide,hide,zero_hurt,hide,但现在，我发现了一种可能性。,教室1,零のテーマ,,,
1061,零,hide,hide,zero_doki,hide,（空的那份笑容！）,教室1,零のテーマ,,,
1062,,hide,hide,zero_default,hide,我推开了教室的门。,教室1,零のテーマ,,loadscene(PhotoExploration),
