ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1045,,hide,hide,zero_sad,hide,我在心里抱怨道，但看到少女开心的神情，我终究没有说出口。,病房,零のテーマ,,,
1046,黎,hide,hide,zero_sad,hide,「那么，可以再说一遍你的委托吗——虽然我已经听说了个大概。」,病房,零のテーマ,,,
1047,零,hide,hide,zero_default,hide,「好的。」,病房,零のテーマ,,,
1048,零,hide,hide,zero_default,hide,「我的委托就是——帮我找回这件事有关的回忆。」,病房,零のテーマ,,,
1049,零,hide,hide,zero_default,hide,「以及，“她”的下落……」,病房,零のテーマ,,,
1050,,hide,hide,zero_default,hide,「和她相遇本身，就能构成记忆的全部了」,天空,零のテーマ,,,
1051,,hide,hide,hide,hide,根据少女所说，她关于整个事件，只记得一些片段了——,天空,抒情,,,
1052,,hide,hide,hide,hide,少女零在一个雨天的公交站台遇到了少女空。,天空,抒情,,,
1053,,hide,hide,hide,hide,她被空忧郁的眼神所深深吸引，并想要知道关于空的一切。,天空,抒情,,,
1054,,hide,hide,hide,hide,零将心意告知了青梅竹马的碧。想要得到碧支持的她，得到的回应却是一双有着复杂眼神的眸子。,天空,抒情,,,
1055,,hide,hide,hide,hide,故事，开始了。,天空,抒情,,,
1056,,hide,hide,hide,hide,一个月后，少女零跳楼的消息传遍了整个校园。三天后，她在医院苏醒，并且失去了关于事件的所有记忆。,天空,抒情,,,
1057,,hide,hide,hide,hide,警方没有找到名为空的少女的下落。当警方询问碧相关事情的经过时，碧却对此闭口不谈。,天空,抒情,,,
1058,,hide,hide,hide,hide,因为没有得到空家属的报案，加上零跳楼的行为确实是出于自身意志，因此警方并没有投入过多警力。,天空,抒情,,,
1059,,hide,hide,hide,hide,但是，零没有放弃——,天空,抒情,,,
1060,,hide,hide,hide,hide,又一个月后，身体已经基本恢复的少女零通过某种渠道找到了我，恳求我找回她的记忆，以及事情的全部真相。,天空,抒情,,,
1061,,hide,hide,hide,hide,——包括，空的下落。,天空,抒情,,,
1062,零,hide,hide,zero_hurt,hide,「我忘记了她的名字，也忘记了跟她相处的那些回忆。如果想找她的话，根本无从找起。我之前还想着可能跟她发过短信，但是手机也损坏了……」,病房,抒情,,,
1063,零,hide,hide,zero_hurt,hide,「我只能来拜托你了，黎先生……」,病房,抒情,,,
1064,黎,hide,hide,zero_hurt,hide,「所以，这就是你的委托？」,病房,抒情,,,
1065,零,hide,hide,zero_default,hide,「是的，黎先生。这是我家的钥匙，按照约定，希望您可以去我家里寻找相关线索……」,病房,抒情,,,
1066,黎,hide,hide,zero_default,hide,「那我就收下了——零家的地址事先已经有人告诉过我了，我今天就可以过去。」,病房,抒情,,,
1067,,hide,hide,zero_default,hide,我接过了钥匙，朝少女微微地笑了笑。,病房,抒情,,,
1068,黎,hide,hide,zero_default,hide,「如果发现什么我会通知你的——那么，我先走一步了。」,病房,抒情,,,
1069,,hide,hide,hide,hide,我朝病房门口走去。,病房,抒情,,,
1070,零,hide,hide,hide,hide,「黎先生，我总觉得我忘记了很重要的、不该遗忘的事情。虽然这好像是你第一次接受失忆者本人的委托，但无论如何，只能靠你了。」,病房,抒情,,,
1071,,hide,hide,hide,hide,背后传来零殷切的声音。,病房,抒情,,,
1072,黎,hide,hide,hide,hide,「对了——」,病房,抒情,,,
1073,,hide,hide,hide,hide,我回过头去，望向零。,病房,抒情,,,
1074,黎,hide,hide,zero_default,hide,「如果碧来探望你，不要跟她说我的事——」,病房,抒情,,,
1075,零,hide,hide,zero_suprise,hide,「诶？这是，为什么呢……」,病房,抒情,,,
1076,黎,hide,hide,zero_suprise,hide,「毕竟要给她一个惊喜嘛！」,病房,抒情,,,
1077,零,hide,hide,zero_serious,hide,「……如果这样可以让她更开心的话……」,病房,抒情,,,
1078,零,hide,hide,zero_happy,hide,「……好的，黎先生，我答应你。」,病房,抒情,,,
1079,,hide,hide,zero_happy,hide,零犹豫了下，然后答应了我的请求。,病房,抒情,,,
1080,,hide,hide,zero_happy,hide,我朝她笑了笑，转身走出了病房。,病房,抒情,,,
,,,,,,,,,,,
