ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1018,,hide,hide,hide,hide,故事和故事之间的冲突太大，每个片段的语言风格差异也相当明显，很难想象是一个精神正常的人的回忆——,病房,日常（侦探）,,,
1019,,hide,hide,hide,hide,所以如果，是精神不正常的人呢？,病房,日常（侦探）,,,
1020,,hide,hide,hide,hide,把思路逆转过来之后，一切都迎刃而解了。,病房,日常（侦探）,,,
1021,,hide,hide,hide,hide,如果将记忆片段按言语的逻辑性来排列，即表达逻辑最严密的在前，最混乱的在后，那么就可以得到这样一个顺序。,病房,日常（侦探）,,,
1022,,hide,hide,hide,hide,如果将一切归咎于“精神错乱”，似乎能解决所有问题。,病房,日常（侦探）,,,
1023,,hide,hide,hide,hide,不过，这只是一种猜想罢了——,病房,日常（侦探）,,,
1024,,hide,hide,hide,hide,由于零一直在吃药，所以我很难判断一个正在接受治疗的人有什么太大精神问题，毕竟精神类药物副作用再多，也总能抑制住主要症状。,病房,日常（侦探）,,,
1025,,hide,hide,hide,hide,我抱着这种猜想，拿到了药物检测报告，得到了一个不怎么乐观的答案。,病房,日常（侦探）,,,
1026,,hide,hide,hide,hide,（看来只能去碰碰运气了——）,,日常（侦探）,,,
1027,,hide,hide,hide,hide,（碧的房间）,碧的家,日常（侦探）,,,
1028,黎,hide,hide,aoi_default,hide,「那么，以上就是我目前推断的结果——怎么样，有没有推理小说那种感觉了？」,碧的家,日常（侦探）,,,
1029,碧,hide,hide,aoi_default,hide,「如果你是来我家讲这种事情的话，那么可以请你离开吗？」,碧的家,日常（侦探）,,,
1030,碧,hide,hide,aoi_default,hide,「你还说我朋友可能有精神病？哪有你这么诽谤的。」,碧的家,日常（侦探）,,,
1031,,hide,hide,aoi_default,hide,少女露出了嫌弃的表情，好像对我的推理故事完全不感兴趣。,碧的家,日常（侦探）,,,
1032,,hide,hide,aoi_default,hide,自我介绍时，碧显然对我的身份，以及我进了零房间这件事相当惊讶。,碧的家,日常（侦探）,,,
1033,,hide,hide,aoi_default,hide,我只得介绍了零的委托，以及自己的能力。,碧的家,日常（侦探）,,,
1034,黎,hide,hide,aoi_default,hide,「不，实际上我看过医院给零开的药——里面确实是有精神类药物的。但她平时服用的又仅仅是维生素片，你不觉得这有哪里奇怪吗？」,碧的家,日常（侦探）,,,
1035,碧,hide,hide,aoi_default,hide,「我倒是不觉得哪里奇怪，我只看到了一位可疑人士在我家里胡言乱语——」,碧的家,日常（侦探）,,,
1036,,hide,hide,aoi_default,hide,碧丝毫不掩盖她话语里的恶意和嫌弃。,碧的家,日常（侦探）,,,
1037,黎,hide,hide,aoi_default,hide,「好了好了，不要生气，马上就到最精彩的部分了。」,碧的家,日常（侦探）,,,
1038,黎,hide,hide,aoi_default,hide,「我们先把药物放到一遍，来谈论另一个有趣的事——」,碧的家,日常（侦探）,,,
1039,黎,hide,hide,aoi_default,hide,「我本来以为你跟零表白的事情是发生在零和空熟识之后的，毕竟你们俩的聊天里提到了“让她受伤”。我本来就直接假设了，那个“她”该不会就是空吧——」,碧的家,日常（侦探）,,,
1040,黎,hide,hide,aoi_default,hide,「但是，我很快发现这么推理的话，后面的路走不通不说，刚才的那些疑点也完全得不到解决。我本以为药物化验结果能给我点思路，但很可惜，药物只是单纯的药物而已。」,碧的家,日常（侦探）,,,
1041,碧,hide,hide,aoi_default,hide,「所以呢，如果再说这种无聊的东西的话我真的要请你出去了——」,碧的家,日常（侦探）,,,
1042,黎,hide,hide,aoi_default,hide,「所以，我不得不猜想，会不会那段回忆里的“她”另有所指？」,碧的家,日常（侦探）,,,
1043,黎,hide,hide,aoi_default,hide,「既然这样的话，那么就表明你跟她表白被拒绝发生在一切的开始——」,碧的家,日常（侦探）,,,
1044,碧,hide,hide,aoi_default,hide,「哦？」,碧的家,日常（侦探）,,,
1045,,hide,hide,aoi_default,hide,碧原本生气的表情变成了好奇，似乎在等待着我的下一句话。,碧的家,日常（侦探）,,,
1046,黎,hide,hide,aoi_default,hide,「很可惜，虽然表白那天的日期我大概知道，但我并不知道其他回忆的具体日期。所以我并不能直接说我的猜想就是对的——」,碧的家,日常（侦探）,,,
1047,碧,hide,hide,aoi_default,hide,「我还以为黎先生能说出什么有意思的、能吸引我的东西呢——到头来，还是在自顾自地胡言乱语嘛……」,碧的家,日常（侦探）,,,
1048,碧,hide,hide,aoi_default,hide,「亏我对这样的黎先生有什么期待呢——这样的话，门在那边……」,碧的家,日常（侦探）,,,
1049,,hide,hide,aoi_default,hide,少女不耐烦地请我离开她的屋子。,碧的家,日常（侦探）,,,
1050,黎,hide,hide,aoi_default,hide,「不过我发现了一个玩偶，一个放在零家里书柜上、耳朵掉了一只的玩偶——」,碧的家,日常（侦探）,,,
1051,黎,hide,hide,aoi_default,hide,「那是零当妹妹般珍视的东西吧……如果对话里指的对象是那个玩偶的话，一切不就说的通了吗……某个人的嫉妒心甚至上升到了娃娃，然后选择了破坏。」,碧的家,日常（侦探）,,,
1052,碧,hide,hide,aoi_panic,hide,（唔——）,碧的家,日常（侦探）,,,
1053,,hide,hide,aoi_panic,hide,少女明显动摇了——看来说中了。,碧的家,日常（侦探）,,,
1054,碧,hide,hide,aoi_panic,hide,「不过知道这个，又能怎么样呢？」,碧的家,日常（侦探）,,,
1055,黎,hide,hide,aoi_panic,hide,「哟？现在不赶我出去了？」,碧的家,日常（侦探）,,,
1056,碧,hide,hide,aoi_panic,hide,「我突然觉得你说话还挺有意思的。」,碧的家,日常（侦探）,,,
1057,碧,hide,hide,aoi_panic,hide,「你继续说吧，我倒要看看你能说到什么地步——」,碧的家,日常（侦探）,,,
1058,,hide,hide,aoi_panic,hide,碧明显来了兴致，饶有意味地跟我说着。,碧的家,日常（侦探）,,,
1059,黎,hide,hide,aoi_panic,hide,（这小丫头真的是不知天高地厚啊……）,碧的家,日常（侦探）,,,
1060,黎,hide,hide,aoi_panic,hide,「刚才我们说了吧，那段回忆发生在开头——就代表后面的故事都是发生在告白之后。那这样的话，似乎有一种可能性就冒出来了——一种可以解答所有疑问的可能性。」,碧的家,日常（侦探）,,,
1061,黎,hide,hide,aoi_panic,hide,「碧，你知道换掉一个精神病患者的药物有多严重吗——」,碧的家,日常（侦探）,,,
1062,碧,hide,hide,aoi_panic,hide,（唔——）,碧的家,日常（侦探）,,,
1063,黎,hide,hide,aoi_default,hide,「如果你表白后恼羞成怒，偷偷换掉了她的药物，那么一切都说得通了。」,碧的家,日常（侦探）,,,
1064,黎,hide,hide,aoi_default,hide,「所有的矛盾都可以归咎为幻觉不说，关于空的下落也很明朗了——」,碧的家,日常（侦探）,,,
1065,黎,hide,hide,aoi_default,hide,「空其实根本不存在，对吧。你早就认识到这点了。」,碧的家,日常（侦探）,,,
1066,黎,hide,hide,aoi_default,hide,「空根本从一开始就是零的幻想！零想逃离你的掌控，所以以自己的娃娃为原型构建了一个人出来！」,碧的家,日常（侦探）,,,
1067,黎,hide,hide,aoi_default,hide,「从头到尾，都是零一个人在自言自语！她的回忆不仅骗了她，最开始也骗到了我。」,碧的家,日常（侦探）,,,
1068,黎,hide,hide,aoi_default,hide,「而你甚至会因为一个不存在的人而吃醋，甚至再次伤害被你伤害过一遍的朋友！」,碧的家,日常（侦探）,,,
1069,碧,hide,hide,aoi_default,hide,「一派胡言。」,碧的家,日常（侦探）,,,
1070,,hide,hide,aoi_default,hide,少女露出了比刚才还要嫌弃的表情。,碧的家,日常（侦探）,,,
1071,黎,hide,hide,aoi_default,hide,「把朋友的药换掉可是犯罪行为，碧。我们随时可以请警察介入——」,碧的家,日常（侦探）,,,
1072,碧,hide,hide,aoi_default,hide,「警察介入了又能怎么样呢？你没有证据的话，根本证明不了什么。」,碧的家,日常（侦探）,,,
1073,碧,hide,hide,aoi_default,hide,「说我会换药？说我会换掉有精神疾病的青梅竹马的药？你在说什么呢。我当然知道这是会出事的啊，我怎么可能会干出这种事——」,碧的家,日常（侦探）,,,
1074,黎,hide,hide,aoi_default,hide,「你不是一开始说我说你朋友有精神病是诽谤吗？」,碧的家,日常（侦探）,,,
1075,碧,hide,hide,aoi_default,hide,「那又怎样？反正你抓不到什么证据。有可能是零哪天犯病自己换掉了，赖不到我头上……」,碧的家,日常（侦探）,,,
1076,黎,hide,hide,aoi_default,hide,「警察会查清楚一切的。碧。」,碧的家,日常（侦探）,,,
1077,黎,hide,hide,aoi_default,hide,「如果你拒绝回答的话，我就现在跟警察打电话，让他们来调查。我想很快你就会被带走吧……」,碧的家,日常（侦探）,,,
1078,黎,hide,hide,aoi_default,hide,「如果你告诉我的话，我会考虑让你今天跟出院的零见一面，明天再通知警察——」,碧的家,日常（侦探）,,,
1079,碧,hide,hide,aoi_default,hide,「……你真卑鄙啊，黎先生。」,碧的家,日常（侦探）,,,
1080,,hide,hide,aoi_default,hide,碧还是那种恶狠狠地表情，似乎要一口把我吃掉。,碧的家,日常（侦探）,,,
1081,黎,hide,hide,aoi_default,hide,「谢谢夸奖。干我们这行的，多多少少都会这样。」,碧的家,日常（侦探）,,,
1082,碧,hide,hide,aoi_default,hide,「…………」,碧的家,日常（侦探）,,,
1083,碧,hide,hide,aoi_sad,hide,「…………」,碧的家,日常（侦探）,,,
1084,碧,hide,hide,aoi_sad,hide,「好吧，我全部告诉你——」,碧的家,日常（侦探）,,,
1085,碧,hide,hide,aoi_sad,hide,「但作为交换，你得答应我一件事——」,碧的家,日常（侦探）,,,
1086,,hide,hide,zero_default,hide,（医院，1202号病房）,病房,日常（侦探）,,,
1087,黎,hide,hide,zero_default,hide,「……所以，那位少女只是暂时离开，而你把离别这件事也忘记了而已。」,病房,日常（侦探）,,,
1088,黎,hide,hide,zero_default,hide,「具体的事情去问碧吧，她已经鼓起勇气打算把一切告诉你了，即使会很残酷……」,病房,日常（侦探）,,,
1089,零,hide,hide,zero_suprise,zero_default,「诶——是这样吗，黎先生。」,病房,日常（侦探）,,,
1090,,hide,hide,zero_default,hide,少女狐疑地看着我——那是当然，毕竟“空存在”这件事，纯是我瞎编的。,病房,日常（侦探）,,,
1091,零,hide,hide,zero_sad,zero_default,「但是为什么，碧之前什么都不说呢……」,病房,日常（侦探）,,,
1092,零,hide,hide,zero_sad,zero_default,「不过这样，我就能明白，为什么我会觉得这么悲伤了……」,病房,日常（侦探）,,,
1093,黎,hide,hide,zero_sad,hide,「零……」,病房,日常（侦探）,,,
1094,,hide,hide,zero_sad,hide,我哽咽了，对少女撒谎的罪恶感贯穿了我。,病房,日常（侦探）,,,
1095,零,hide,hide,zero_serious,zero_default,「我明白了。谢谢你的帮忙，黎先生。」,病房,日常（侦探）,,,
1096,,hide,hide,zero_serious,hide,少女朝我鞠了一躬。,病房,日常（侦探）,,,
1097,零,hide,hide,zero_serious,zero_default,「我会找碧问个清楚的。谢谢你的情报，黎先生……」,病房,日常（侦探）,,,
1098,,hide,hide,hide,hide,…………,病房,日常（侦探）,,,
1099,,hide,hide,hide,hide,…………,病房,日常（侦探）,,,
1100,,hide,hide,hide,hide,直到最后，我都能清晰地感知到：少女绝对知道我在说谎。,病房,日常（侦探）,,,
1101,,hide,hide,hide,hide,但她没有拆穿我，已经是万幸了——毕竟这是我和碧之间的约定，作为她跟我讲述真相的条件。,病房,日常（侦探）,,,
1102,,hide,hide,hide,hide,后来的事情怎么样我不清楚了。,病房,日常（侦探）,,,
1103,,hide,hide,hide,hide,干我们这行，最重要的就是保守当事人的秘密，以及讲信用。所以我按照约定，第二天才通知警察。,病房,日常（侦探）,,,
1104,,hide,hide,hide,hide,第二天警察破门而入时，碧正呆呆地坐着，眼角有着哭过的痕迹。,病房,日常（侦探）,,,
1105,,hide,hide,hide,hide,碧对自己的所作所为供认不讳，但因为受到了被害人谅解且没有造成严重后果，据说仅仅是缓刑执行——,病房,日常（侦探）,,,
1106,,hide,hide,hide,hide,当然，既然得到了被害人谅解，说明零可能已经知道了全部真相。,病房,日常（侦探）,,,
1107,,hide,hide,hide,hide,我不知道零后来怎么样了，这对我来说只是一个普通得不能再普通的任务罢了——,病房,日常（侦探）,,,
1108,,hide,hide,hide,hide,我当时还没意识到，两年后的某天，我会再次见到零。,病房,日常（侦探）,,,
1109,,hide,hide,hide,hide,只是那次遇见，代表着我们被卷入了更大的事件罢了。,病房,日常（侦探）,,,
1110,黎,hide,hide,hide,hide,「看来这么走行得通——」,病房,日常（侦探）,,,
1111,黎,hide,hide,hide,hide,「我先来总结下目前的疑点：」,病房,日常（侦探）,,,
1112,黎,hide,hide,hide,hide,「首先，碧在【门前】里说了大概率只有零和空知道的、关于空妹妹的事情。」,病房,日常（侦探）,,,
1113,黎,hide,hide,hide,hide,「其次，【命运】里零主观上和空第一次见面，但零感觉空似乎早就认识她……」,病房,日常（侦探）,,,
1114,黎,hide,hide,hide,hide,「再者，关于空的下落，我也很好奇——明明一个大活人消失，为什么会没有家属报案呢？」,病房,日常（侦探）,,,
1115,黎,hide,hide,hide,hide,「除非——」,病房,日常（侦探）,,,
1116,黎,hide,hide,hide,hide,「我相信我的这个推理是能解决这些疑问的。」,病房,日常（侦探）,,,
1117,黎,hide,hide,hide,hide,「不过首先，得先把药物拿去鉴定了再说。」,病房,日常（侦探）,,,
1118,,hide,hide,hide,hide,我抱着我的猜想，离开了零的房间。,病房,日常（侦探）,,,
1119,,hide,hide,hide,hide,等药物报告出来后，再收集一些线索，然后去找零做报告吧。,病房,日常（侦探）,,,
1120,,hide,hide,hide,hide,（两天后，医院，1202号病房）,病房,日常（侦探）,,,
1121,零,hide,hide,hide, zero_happy,「啊，黎先生！」,病房,日常（侦探）,,,
1122,,hide,hide,hide,zero_happy,穿着制服的少女朝我挥了挥手。,病房,日常（侦探）,,,
1123,黎,hide,hide,hide,zero_happy,「早啊，零。听说你今天就可以出院了？」,病房,日常（侦探）,,,
1124,,hide,hide,hide,zero_happy,我走进病房，跟少女打了声招呼。,病房,日常（侦探）,,,
1125,,hide,hide,hide,zero_happy,手中的汗浸湿了那张昨天早上拿到的药物化验单。,病房,日常（侦探）,,,
1126,,hide,hide,hide,zero_happy,昨天带着证据去问完碧之后，碧终于开口了。在碧的口供帮助下，我终于了然了真相。,病房,日常（侦探）,,,
1127,,hide,hide,hide,zero_happy,——只是这真相对零来说，似乎有点残忍了。,病房,日常（侦探）,,,
1128,零,hide,hide,hide, zero_sad,「黎先生，你表情怎么这么难看？是没有查出结果吗。」,病房,日常（侦探）,,,
1129,,hide,hide,hide,zero_sad,少女的语调失落了下来，毫不掩饰她的失望。,病房,日常（侦探）,,,
1130,黎,hide,hide,hide,zero_sad,「不，不是这样的。」,病房,日常（侦探）,,,
1131,,hide,hide,hide,zero_sad,我下意识避开了她的视线。,病房,日常（侦探）,,,
1132,黎,hide,hide,hide,zero_sad,「倒不如说，我昨天就知道所有的结果了——」,病房,日常（侦探）,,,
1133,零,hide,hide,hide, zero_happy,「诶——那不是挺好的嘛。」,病房,日常（侦探）,,,
1134,零,hide,hide,hide,zero_happy,「既然如此，表情就不要这么严肃啦。我今天要出院了，而且也能找回记忆了——这不是双喜临门嘛！」,病房,日常（侦探）,,,
1135,黎,hide,hide,hide,zero_happy,「零……」,病房,日常（侦探）,,,
1136,,hide,hide,hide,zero_happy,我被少女的乐观所打动，但罪恶感却更加强烈。,病房,日常（侦探）,,,
1137,黎,hide,hide,hide,zero_happy,「我真的要让少女背负这些吗……」,病房,日常（侦探）,,,
1138,黎,hide,hide,hide, zero_default,「听我说，零，真相也许远没有你想象中那么美好。」,病房,日常（侦探）,,,
1139,黎,hide,hide,hide, zero_default,「既然你当时都被这个真相逼到跳楼了，那么一定说明你当时遇到了残酷的事情。」,病房,日常（侦探）,,,
1140,黎,hide,hide,hide, zero_default,「即便如此，你还是要听吗？」,病房,日常（侦探）,,,
1141,,hide,hide,hide, zero_serious,我说完，咽了口口水，等待着少女的答复。,病房,日常（侦探）,,,
1142,零,hide,hide,hide,zero_serious,「……」,病房,日常（侦探）,,,
1143,,hide,hide,hide,zero_serious,少女愣住了。但随即用坚定的眼神看着我。,病房,日常（侦探）,,,
1144,零,hide,hide,hide,zero_serious,「是的黎先生，我想知道。」,病房,日常（侦探）,,,
1145,零,hide,hide,hide,zero_serious,「我并不是对我身上发生的事情很好奇——不如说我已经跳楼了，说明我肯定很想忘记那段过去吧。」,病房,日常（侦探）,,,
1146,零,hide,hide,hide,zero_serious,「真正让我心痛的，是“她”不知所踪。明明我有跟她关系很要好的印象，但是我连她的名字都遗忘了……」,病房,日常（侦探）,,,
1147,零,hide,hide,hide,zero_serious,「而且，和我一直形影不离的青梅竹马也不说话了，似乎是在掩盖些什么。」,病房,日常（侦探）,,,
1148,零,hide,hide,hide,zero_serious,「如果逃避这份痛苦的方法是失忆，但代价是失去她们两个的话——」,病房,日常（侦探）,,,
1149,零,hide,hide,hide,zero_serious,「那我好不容易捡回来的这条命，究竟有什么意义！」,病房,日常（侦探）,,,
1150,零,hide,hide,hide,zero_serious,「我是爱着她们的啊！！！」,病房,日常（侦探）,,,
1151,,hide,hide,hide,zero_serious,零用不符合她年龄的气势控诉着。,病房,日常（侦探）,,,
1152,,hide,hide,hide,zero_serious,她的眼里噙满了泪水，似乎要将这两个月来的委屈尽数发泄。,病房,日常（侦探）,,,
1153,,hide,hide,hide,zero_serious,这份决心打动了我。,病房,日常（侦探）,,,
1154,黎,hide,hide,hide,zero_serious,「我明白了，零。」,病房,日常（侦探）,,,
1155,黎,hide,hide,hide,zero_serious,「但是，真相也许比你想象的还要痛苦。」,病房,日常（侦探）,,,
1156,黎,hide,hide,hide,zero_serious,「如果你愿意接受的话，我就按照约定，把我知道的事情尽数讲给你听。」,病房,日常（侦探）,,,
1157,零,hide,hide,hide,zero_serious,「好。」,病房,日常（侦探）,,,
1158,,hide,hide,hide,zero_serious,少女坚定地看着我，看样子是不打算退却。,病房,日常（侦探）,,,
1159,黎,hide,hide,hide,zero_serious,「我明白了。」,病房,日常（侦探）,,,
1160,黎,hide,hide,hide,zero_serious,「那么首先，请看看这份化验单，这是关于你房间里那罐药的——」,病房,日常（侦探）,,,
1161,黎,hide,hide,zero_default,hide,「你知道你之前会头疼吗？」,病房,日常（侦探）,,,
1162,零,hide,hide,zero_suprise,hide,「什么？头疼？」,病房,日常（侦探）,,,
1163,黎,hide,hide,zero_suprise,hide,「看来症状是失忆后消失了……」,病房,日常（侦探）,,,
1164,黎,hide,hide,zero_suprise,hide,「那罐药的化验结果出来了。我把它拿去问医生，查过档案后发现你有高频开具这种药物的记录——理由是“头痛”……」,病房,日常（侦探）,,,
1165,,hide,hide,hide,hide,少女零有很严重的头痛。,病房,日常（侦探）,,,
1166,,hide,hide,hide,hide,有时候会在学校发作，她会抱着脑袋趴在桌上呻吟。,病房,日常（侦探）,,,
1167,,hide,hide,hide,hide,有时候会在吃饭时发作，她会疼到想把胃中的所有食物吐出。,病房,日常（侦探）,,,
1168,,hide,hide,hide,hide,有时候会在半夜发作，让她辗转反侧无法入眠。,病房,日常（侦探）,,,
1169,,hide,hide,hide,hide,头痛的症状越来越强烈，她终于有一天无法再忍受——,病房,日常（侦探）,,,
1170,,hide,hide,hide,hide,因此，少女零开始吃药了。,病房,日常（侦探）,,,
1171,,hide,hide,hide,hide,虽然有不少副作用，但与时不时骚扰的头痛相比，倒是显得微不足道了。,病房,日常（侦探）,,,
1172,,hide,hide,hide,hide,一开始医生只是几片几片地开，后来是几板几盒的给。到最后，医生直接给了她一罐，以让她少跑几次医院。,病房,日常（侦探）,,,
1173,,hide,hide,hide,hide,而这，就是一切的开始。,病房,日常（侦探）,,,
1174,,hide,hide,hide,hide,药物是有副作用的。,病房,日常（侦探）,,,
1175,,hide,hide,zero_default,hide,比如，少女零第一次和空接触时，会感觉“空曾经见过她”。,病房,日常（侦探）,,,
1176,,hide,hide,zero_default,hide,再比如，少女零大脑会比较迟钝——忽略掉很多显而易见的信息。,病房,日常（侦探）,,,
1177,,hide,hide,zero_default,hide,鉴定科的同志说，他们在药物罐的塞子里发现了一个微型的监听器——,病房,日常（侦探）,,,
1178,,hide,hide,zero_default,hide,监听器里面发现了无线网模块，续航不高，意味着如果安放者如果要监听零的话，必须每天都要给它充电。,病房,日常（侦探）,,,
1179,,hide,hide,zero_default,hide,——每天都会接触到药罐的人，本来就没有多少。,病房,日常（侦探）,,,
1180,,hide,zero_default,hide,aoi_default,于是，我拿着这些证据，找到了碧。,病房,日常（侦探）,,,
1181,,hide,zero_default,zero_default,aoi_default,碧显然对我的身份，以及我进了零房间这件事相当惊讶。,病房,日常（侦探）,,,
1182,,hide,zero_default,zero_default,aoi_default,对于我发现的事实，她自然是不承认的。,病房,日常（侦探）,,,
1183,,hide,zero_default,zero_default,aoi_default,我只得介绍了自己的能力。,病房,日常（侦探）,,,
1184,,hide,zero_default,zero_default,aoi_default,（碧的房间）,碧的房间,日常（侦探）,,,
1185,碧,hide,hide,aoi_panic,hide,「你是说……你可以看到物品上的记忆？」,碧的房间,日常（侦探）,,,
1186,黎,hide,hide,aoi_panic,hide,「当然。不要以为空失忆了，就万事大吉了。」,碧的房间,日常（侦探）,,,
1187,碧,hide,hide,aoi_panic,hide,「咕——」,碧的房间,日常（侦探）,,,
1188,碧,hide,hide,aoi_panic,hide,「但即使这样，你也不能证明这个跟我有关系吧——」,碧的房间,日常（侦探）,,,
1189,,hide,hide,aoi_panic,hide,碧有些急躁，原本温柔的表情变得有些愤怒。,碧的房间,日常（侦探）,,,
1190,黎,hide,hide,aoi_panic,hide,「只要检查一下你的电脑和手机，就可以知道你究竟有没有监听的事实了——」,碧的房间,日常（侦探）,,,
1191,黎,hide,hide,aoi_panic,hide,「事已至此，警方申请搜查令很简单的。」,碧的房间,日常（侦探）,,,
1192,碧,hide,hide,aoi_panic,hide,「……」,碧的房间,日常（侦探）,,,
1193,黎,hide,hide,aoi_panic,hide,「我可在这呢，你不要想着现在销毁证据啊——」,碧的房间,日常（侦探）,,,
1194,碧,hide,hide,aoi_panic,hide,「可恶……」,碧的房间,日常（侦探）,,,
1195,碧,hide,hide,aoi_panic,hide,「…………」,碧的房间,日常（侦探）,,,
1196,黎,hide,hide,aoi_panic,hide,「不说话？那我就当你默认这件事跟你有关了。」,碧的房间,日常（侦探）,,,
1197,黎,hide,hide,aoi_panic,hide,「我回顾了整个事件，虽然整个故事的大致我基本了解了，但实际上有几个疑惑——」,碧的房间,日常（侦探）,,,
1198,黎,hide,hide,aoi_panic,hide,「首先就是，为什么你会知道空的妹妹的事情？」,碧的房间,日常（侦探）,,,
1199,黎,hide,hide,aoi_panic,hide,「本来是很令人匪夷所思的——但那瓶药的存在解释了这一切——」,碧的房间,日常（侦探）,,,
1200,黎,hide,hide,aoi_panic,hide,「你，一直在监听你的青梅竹马，对吧——」,碧的房间,日常（侦探）,,,
1201,碧,hide,hide,aoi_panic,hide,「…………」,碧的房间,日常（侦探）,,,
1202,黎,hide,hide,aoi_panic,hide,「上次搜查，警方似乎没有发现这个药罐呢——被你收起来了是吧。」,碧的房间,日常（侦探）,,,
1203,,hide,hide,aoi_panic,hide,为什么这么药品关键的证物没有收起来？,碧的房间,日常（侦探）,,,
1204,,hide,hide,aoi_panic,hide,其实很好理解：自然是因为零今天准备出院——这瓶药是碧给她准备的出院大礼。,碧的房间,日常（侦探）,,,
1205,,hide,hide,aoi_panic,hide,毕竟之前碧陪同警察搜查过一次零的房间，而那时候把药罐收起来的她以为搜查已经完全结束了，所以放松了警惕。,碧的房间,日常（侦探）,,,
1206,,hide,hide,aoi_panic,hide,不料我突然造访零的房间，打了她个措手不及。,碧的房间,日常（侦探）,,,
1207,黎,hide,hide,aoi_panic,hide,「虽然我不是正儿八经的警察，不过你在我这老实交代，兴许还会有点用。」,碧的房间,日常（侦探）,,,
1208,黎,hide,hide,aoi_panic,hide,「我只是给警方介入提供一个合理的切入口罢了——等警察真介入了，他们是真的什么都能查到的哦？」,碧的房间,日常（侦探）,,,
1209,黎,hide,hide,aoi_panic,hide,「你也不想到时候在大牢里多关几年，见不到你的青梅竹马吧……」,碧的房间,日常（侦探）,,,
1210,,hide,hide,aoi_panic,hide,我尝试跟她讲道理，劝她全盘托出。,碧的房间,日常（侦探）,,,
1211,碧,hide,hide,aoi_sad,hide,「她会来看我的……」,碧的房间,日常（侦探）,,,
1212,黎,hide,hide,aoi_sad,hide,「啊？」,碧的房间,日常（侦探）,,,
1213,,hide,hide,aoi_sad,hide,听到了预料之外的反应，完全听不懂她想表达什么。,碧的房间,日常（侦探）,,,
1214,碧,hide,hide,aoi_sad,hide,「如果我真进监狱了，零也会来看我的……」,碧的房间,日常（侦探）,,,
1215,,hide,hide,aoi_sad,hide,碧的声音越来越小。,碧的房间,日常（侦探）,,,
1216,,hide,hide,aoi_sad,hide,随即她深吸了一口气，像是下定了什么决心。,碧的房间,日常（侦探）,,,
1217,碧,hide,hide,aoi_default,hide,「好吧。我会回答你的问题。」,碧的房间,日常（侦探）,,,
1218,碧,hide,hide,aoi_default,hide,「能从我这里获得多少信息是你的本事，我不会主动交代任何事情——」,碧的房间,日常（侦探）,,,
1219,黎,hide,hide,aoi_default,hide,「这样就够了，谢谢配合。」,碧的房间,日常（侦探）,,,
1220,黎,hide,hide,aoi_default,hide,「所以——我再问一遍，你，一直在监听你的青梅竹马，对吧——」,碧的房间,日常（侦探）,,,
1221,碧,hide,hide,aoi_default,hide,「是。那这样又如何——」,碧的房间,日常（侦探）,,,
1222,黎,hide,hide,aoi_default,hide,「这不是我真正想问的。」,碧的房间,日常（侦探）,,,
