ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
3061,零,hide,zero-happy,hide,sora-spoil,「她叫做碧，碧蓝的碧，她住在我家旁边，我们从小一起长大。是我们学校话剧社社长——你说不定听说过她？」,咖啡店,日常融洽,,,
3062,零,hide,zero-happy,hide,sora-spoil,「她对我很好，在很多事情上都会照顾我. 大到在我升学的时候给我些建议，小到会在我不在家的时候帮我打扫房间……」,咖啡店,日常融洽,,,
3063,空,hide,zero-happy,hide,sora-wry,「在你不在家的时候打扫你房间？她能随意进你家吗？」,咖啡店,日常融洽,,,
3064,零,hide,zero-happy,hide,sora-spoil,「是。父母都在海外工作，基本没有时间照顾我，所以就给了她把我家的钥匙。」,咖啡店,日常融洽,,,
3065,零,hide,zero-happy,hide,sora-spoil,「当然，我也有她家的钥匙，只是她基本从来不让我进她房间就是了……」,咖啡店,日常融洽,,,
3066,零,hide,zero-happy,hide,sora-spoil,「虽然我们年龄相似，但是对我来说，她就像我亲姐姐一样。」,咖啡店,日常融洽,,,
3067,零,hide,zero-default,hide,sora-spoil,「某种意义上，也许是她太照顾人了吧——」,咖啡店,日常融洽,,,
3068,零,hide,zero-default,hide,sora-spoil,「不过有时候确实很强硬。应该说是太关照我了还是怎么回事，有时会像妈妈一样唠叨，该怎么说呢，控制欲会有些强……」,咖啡店,日常融洽,,,
3069,空,hide,zero-default,hide,sora-wry,「控制欲有些强？」,咖啡店,日常融洽,,,
3070,,hide,zero-default,hide,sora-wry,空皱了皱眉，表情变得有些微妙。,咖啡店,日常融洽,,,
3071,空,hide,zero-default,hide,sora-wry,「这是什么意思？」,咖啡店,日常融洽,,,
3072,空,hide,zero-default,hide,sora-wry,「难不成，她经常多管闲事？」,咖啡店,日常融洽,,,
3073,零,hide,zero-scare,hide,sora-wry,「不是你想的那样啦！」,咖啡店,日常融洽,,,
3074,零,hide,zero-default,hide,sora-wry,「虽然她有时候确实会管着管那啦……但是她完全是会为我着想的！」,咖啡店,日常融洽,,,
3075,零,hide,zero-scare,hide,sora-wry,「根本不会说让我非得做什么不好的事情！」,咖啡店,日常融洽,,,
3076,空,hide,zero-default,hide,sora-happy,「那就好……」,咖啡店,日常融洽,,,
3077,,hide,zero-happy,hide,sora-happy,空看上去松了一口气。,咖啡店,日常融洽,,,
3078,零,hide,zero-default,hide,sora-happy,「你怎么看上去像松了一口气？」,咖啡店,日常融洽,,,
3079,空,hide,zero-default,hide,sora-playful,「没什么，我只是怕你受欺负了。」,咖啡店,日常融洽,,,
3080,,hide,zero-default,hide,sora-playful,空笑了笑，朝我眨了眨眼。,咖啡店,日常融洽,,,
3081,,hide,zero-doki,hide,sora-playful,扑通扑通。,咖啡店,日常融洽,,,
3082,,hide,zero-doki,hide,sora-playful,于是我低头抿了一口咖啡，想借此来掩盖害羞。,咖啡店,日常融洽,,,
3083,,hide,zero-doki,hide,sora-playful,咖啡不知道在什么时候见底了。,咖啡店,日常融洽,,,
3084,,hide,zero-suprise,hide,sora-spoil,我下意识地摸了摸随身携带的包，发现包里只有常用的那罐药品。,咖啡店,日常融洽,,,
3085,空,hide,zero-suprise,hide,sora-spoil,「怎么了零，你有在找什么吗？」,咖啡店,日常融洽,,,
3086,,hide,zero-suprise,hide,sora-spoil,空好奇地打量着我。,咖啡店,日常融洽,,,
3087,零,hide,zero-suprise,hide,sora-spoil,「啊……没什么」,咖啡店,日常融洽,,,
3088,零,hide,zero-suprise,hide,sora-spoil,「就是我习惯喝完美式后吃一块巧克力……只是碰巧今天出门忘记带了。」,咖啡店,日常融洽,,,
3089,,hide,zero-default,hide,sora-spoil,虽然在碧的影响下，我咖啡一般都喝的美式，但是喜欢甜点这个爱好还是一如既往的。,咖啡店,日常融洽,,,
3090,空,hide,zero-default,hide,sora-smile,「巧克力？我这正好有——」,咖啡店,日常融洽,,,
3091,零,hide,zero-suprise,hide,sora-spoil,「诶？空你出门还会带巧克力吗？」,咖啡店,日常融洽,,,
3092,空,hide,zero-default,hide,sora-spoil,「别管那么多，来，给你——」,咖啡店,日常融洽,,,
3093,,hide,zero-doki,hide,sora-spoil,空递给我了两片巧克力，是我没见过的牌子。,咖啡店,日常融洽,,,
3094,零,hide,zero-doki,hide,sora-spoil,「啊，谢谢。这个是？我好像没见过。」,咖啡店,日常融洽,,,
3095,空,hide,zero-doki,hide,sora-spoil,「我从国外带回来的，你尝尝吧。」,咖啡店,日常融洽,,,
3096,,hide,zero-happy,hide,sora-spoil,我撕开了其中一片的包装，放在了嘴里。,咖啡店,日常融洽,,,
3097,,hide,zero-happy,hide,sora-spoil,可可的浓郁香味在我苦涩的嘴里漫开。,咖啡店,日常融洽,,,
3098,,hide,zero-happy,hide,sora-spoil,回过神来时，发现空正怜爱地看着我。,咖啡店,日常融洽,,,
3099,空,hide,zero-happy,hide,sora-happy,「哼哼，你喜欢就好。」,咖啡店,日常融洽,,,
3100,空,hide,zero-happy,hide,sora-happy,「那孩子也喜欢吃巧克力呢……」,咖啡店,日常融洽,,,
3101,,hide,zero-happy,hide,sora-happy,我终于还是按捺不住，向空追问道。,咖啡店,日常融洽,,,
3102,零,hide,zero-sad,hide,sora-happy,「那孩子，指的是谁呢？」,咖啡店,日常融洽,,,
3103,,hide,zero-sad,hide,sora-happy,有点期待，也有点害怕听到她的答案。,咖啡店,日常融洽,,,
3104,空,hide,zero-sad,hide,sora-wry,「……你真的要听吗？」,咖啡店,日常融洽,,,
3105,,hide,zero-sad,hide,sora-wry,空又用复杂的神情看着我。,咖啡店,日常融洽,,,
3106,空,hide,zero-sad,hide,sora-wry,「我觉得你还是不要知道为好……」,咖啡店,日常融洽,,,
3107,零,hide,zero-default,hide,sora-wry,「不，我想知道！我想要更多地了解空！」,咖啡店,日常融洽,,,
3108,,hide,zero-default,hide,sora-wry,我打断了她的发言.,咖啡店,日常融洽,,,
3109,零,hide,zero-default,hide,sora-wry,「既然空刚才听了我的故事，那么现在，该到我来听空的故事了！」,咖啡店,日常融洽,,,
3110,空,hide,zero-default,hide,sora-wry,「那要是我说不呢？」,咖啡店,日常融洽,,,
3111,零,hide,zero-serious,hide,sora-wry,「那我就下次见面再问一遍！既然学姐一直在自言自语，那么肯定不是那种想去尽力隐瞒的事实吧！」,咖啡店,日常融洽,,,
3112,零,hide,zero-serious,hide,sora-wry,「既然如此，我想帮学姐分担这些！」,咖啡店,日常融洽,,,
3113,空,hide,zero-serious,hide,sora-wry,「哎，好吧，败给你了。」,咖啡店,日常融洽,,,
3114,空,hide,zero-default,hide,sora-spoil,「其实，我有个妹妹……」,咖啡店,日常融洽,,,
3115,零,hide,zero-default,hide,sora-spoil,「啊？」,咖啡店,日常融洽,,,
3116,,hide,zero-suprise,hide,sora-spoil,听到了意料之外的答案。,咖啡店,日常融洽,,,
3117,零,hide,zero-suprise,hide,sora-spoil,「那空的妹妹现在……」,咖啡店,,,,
3118,空,hide,zero-suprise,hide,sora-wry,「死了。身体不好。」,咖啡店,,,,
3119,,hide,zero-suprise,hide,sora-wry,空平静地叙述着，仿佛事情并不发生在她身上一样。,咖啡店,进店音效,,,
3120,零,hide,zero-sad,hide,sora-wry,「……」,咖啡店,,,,
3121,空,hide,zero-sad,hide,sora-wry,「不用太在意，零。已经是好几年前的事了，我已经早就走出来了。」,咖啡店,,,,
3122,零,hide,zero-sad,hide,sora-spoil,「可是——」,咖啡店,,,,
3123,空,hide,zero-sad,hide,sora-spoil,「我只是在想，如果她还活着，应该就有你现在这么大了吧……」,咖啡店,,,,
3124,空,hide,zero-sad,hide,sora-spoil,「你和她很像，零。那样活泼，那样阳光。我第一次见到你的时候，有一种莫名的亲切感，仿佛她又回来了一样……」,咖啡店,,,,
3125,零,hide,zero-sad,hide,sora-spoil,「……」,咖啡店,,,,
3126,零,hide,zero-sad,hide,sora-spoil,「空学姐，我——」,咖啡店,,,,
3127,空,hide,zero-sad,hide,sora-default,「啊啊，抱歉，话题沉重起来了。」,咖啡店,,,,
3128,空,hide,zero-sad,hide,sora-default,「我去结账，你在这坐会儿。」,咖啡店,,,,
3129,零,hide,zero-sad,hide,sora-default,「啊——」,咖啡店,,,,
3130,,hide,zero-sad,hide,hide,在我反应过来之前，空已经走向了收银台。,咖啡店,,,,
3131,,hide,zero-sad,hide,hide,我打消了这个念头。,咖啡店,,,,
3132,,hide,zero-hurt,hide,hide,头开始有点微微刺痛了。,咖啡店,,,,
3133,,hide,zero-hurt,hide,hide,空，空的妹妹，死亡，我和她妹妹很像……,咖啡店,,,,
3134,,hide,zero-hurt,hide,hide,思绪像拿铁里的拉花一样消散了。,咖啡店,,,,
3135,,hide,zero-hurt,hide,hide,我安慰自己到。,咖啡店,,,loadscene(PhotoExploration),
