ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1025,碧,hide,zero-angry,hide,aoi-spoil,「你说的有事情要问我，是指短信里那件——」,教室傍晚,日常平淡,,,
1026,零,hide,zero-angry,hide,aoi-spoil,「还用我说？让她受伤这么残酷的事，一定是你干的吧。」,教室傍晚,日常平淡,,,
1027,,hide,zero-angry,hide,aoi-spoil,我有点生气，真不知道面前这个女人要装傻到什么时候。,教室傍晚,日常平淡,,,
1028,碧,hide,zero-angry,hide,aoi-sad,「哦？搞了半天就是为了这个？」,教室傍晚,日常平淡,,,
1029,零,hide,zero-serious,hide,aoi-sad,「什么叫就是为了这个！你知不知道你做了多过分的事！」,教室傍晚,日常平淡,,,
1030,碧,hide,zero-serious,hide,aoi-sad,「怎么能直接下判断！不要污蔑我嘛，零。我们之间的信任呢——」,教室傍晚,日常平淡,,,
1031,零,hide,zero-serious,hide,aoi-sad,「别跟我扯这些有的没的，是不是你做的你心里清楚。」,教室傍晚,日常平淡,,,
1032,零,hide,zero-serious,hide,aoi-sad,「除了你，没人可以做到这种事……」,教室傍晚,日常平淡,,,
1033,零,hide,zero-sad,hide,aoi-sad,「你明明知道，我是那么地珍视她——」,教室傍晚,日常平淡,,,
1034,,hide,zero-sad,hide,aoi-sad,虽然还在气头上，但一想到她的惨状，声音便不由得颤抖了起来。,教室傍晚,日常平淡,,,
1035,碧,hide,zero-sad,hide,aoi-sad,「零……」,教室傍晚,日常平淡,,,
1036,,hide,zero-sad,hide,aoi-sad,碧尝试着碰我肩膀，却被我下意识地拨开——,教室傍晚,日常平淡,,,
1037,零,hide,zero-angry,aoi-spoil,hide,「不要碰我！」,教室傍晚,日常平淡,,,
1038,碧,hide,zero-angry,aoi-spoil,hide,「零……」,教室傍晚,日常平淡,,,
1039,零,hide,zero-angry,aoi-spoil,hide,「做了那样残酷的事的你不要碰我！」,教室傍晚,日常平淡,,,
1040,,hide,zero-serious,aoi-sad,hide,碧的表情变得悲伤，像一个做错事的孩子。,教室傍晚,日常平淡,,,
1041,,hide,zero-serious,hide,aoi-sad,——不，准确来说，像一个被冤枉的孩子？,教室傍晚,日常平淡,,,
1042,碧,hide,zero-serious,hide,aoi-sad,「零，我没有动机做那种事啊……」,教室傍晚,日常平淡,,,
1043,零,hide,zero-serious,hide,aoi-sad,「那是为什么——」,教室傍晚,日常平淡,,,
1044,碧,hide,zero-serious,hide,aoi-sad,「会不会是因为你吃药，所以无意识间——」,教室傍晚,日常平淡,,,
1045,零,hide,zero-serious,hide,aoi-sad,「怎么可能！我吃了这么久都没——」,教室傍晚,日常平淡,,,
1046,零,hide,zero-suprise,hide,aoi-sad,「啊」,教室傍晚,日常平淡,,,
1047,零,hide,zero-suprise,hide,aoi-sad,（我这个新药好像刚拿到没多久。如果之前没有吃过的话，这次有可能就会……）,教室傍晚,日常平淡,,,
1048,,hide,zero-suprise,hide,aoi-sad,感觉自己的脸因为害羞而脸红了起来，刚才那种气势汹汹的态度早已烟消云散。,教室傍晚,日常平淡,,,
1049,零,hide,zero-scare,hide,aoi-spoil,「真的不是你做的吗，碧……」,教室傍晚,日常平淡,,,
1050,,hide,zero-scare,hide,aoi-spoil,我那没自信的声音越来越小……,教室傍晚,日常平淡,,,
1051,碧,hide,zero-scare,hide,aoi-spoil,「怎么可能是我呢，零。我们认识这么久了，你还不了解我吗……」,教室傍晚,日常平淡,,,
1052,零,hide,zero-scare,hide,aoi-spoil,「唔——」,教室傍晚,日常平淡,,,
1053,零,hide,zero-scare,hide,aoi-spoil,（看来得找个时间确认一下……）,教室傍晚,日常平淡,,,
1054,碧,hide,zero-scare,hide,aoi-default,「那个，零？」,教室傍晚,日常平淡,,,
1055,零,hide,zero-suprise,hide,aoi-default,「啊——」,教室傍晚,日常平淡,,,
1056,零,hide,zero-suprise,hide,aoi-default,「不说这些了，碧，你来找我有什么事？」,教室傍晚,日常平淡,,,
1057,,hide,zero-suprise,hide,aoi-default,虽然疑惑的事情还有不少，但我不打算去想那么多。,教室傍晚,日常平淡,,,
1058,,hide,zero-suprise,hide,aoi-default,先看看碧有什么事情找我吧。,教室傍晚,,,,
1059,碧,hide,zero-suprise,hide,aoi-spoil,「零……你还记得今天是什么日子吗？」,教室傍晚,抒情,,,
1060,零,hide,zero-default,hide,aoi-spoil,「今天是？」,教室傍晚,抒情,,,
1061,零,hide,zero-default,hide,aoi-spoil,（今天就是一个平常的上学日吧……好像也不是什么节日？）,教室傍晚,抒情,,,
1062,碧,hide,zero-default,hide,aoi-spoil,「你难道不记得了吗，零。」,教室傍晚,抒情,,,
1063,碧,hide,zero-default,hide,aoi-wild,「今天啊，是我和最——亲爱的零，认识十周年的日子呢。」,教室傍晚,抒情,,,
1064,零,hide,zero-suprise,hide,aoi-wild,「啊？！慢着慢着，真的假的。你怎么连这种事都……」,教室傍晚,抒情,,,
1065,,hide,zero-suprise,hide,aoi-wild,这倒是完全出乎我意料了。,教室傍晚,抒情,,,
1066,,hide,zero-suprise,hide,aoi-wild,碧平时倒是很关心我，总会在特定的日子嘘寒问暖的。,教室傍晚,抒情,,,
1067,,hide,zero-suprise,hide,aoi-wild,只是没想到这种一般人完全不会记得的小事，她都还这么清楚。,教室傍晚,抒情,,,
1068,零,hide,zero-scare,hide,aoi-wild,「十年前碧不也还是个小孩吗？怎么把那时候的事情记到现在的！」,教室傍晚,抒情,,,
1069,碧,hide,zero-scare,hide,aoi-wild,「关于零的事情，我可都记得一清二楚呢。」,教室傍晚,抒情,,,
1070,,hide,zero-scare,hide,aoi-spoil,碧朝我眨了眨眼。,教室傍晚,抒情,,,
1071,碧,hide,zero-suprise,hide,aoi-wild,「你父母出国之后，就是我一直在照顾你了。这么多年来你的一言一行我都看在眼里。」,教室傍晚,抒情,,,
1072,碧,hide,zero-suprise,hide,aoi-wild,「你在我身边这件事就跟呼吸一样自然。我看着你笑，看着你哭，看着你烦恼，又看着你再振作起来。」,教室傍晚,抒情,,,
1073,碧,hide,zero-suprise,hide,aoi-wild,「仿佛在不知不觉间，你已经成了我生命中的一部分。」,教室傍晚,抒情,,,
1074,碧,hide,zero-suprise,hide,aoi-wild,「不知道从什么时候开始，我就发现我看你的眼神，好像不再那么单纯了。」,教室傍晚,抒情,,,
1075,碧,hide,zero-suprise,hide,aoi-wild,「我对你——好像产生了不一样的感情。」,教室傍晚,抒情,,,
1076,碧,hide,zero-suprise,hide,aoi-wild,「曾经跟在我身后的小不点，如今出落得这样亭亭玉立。虽然变了个模样，却仍是我爱的那个零。」,教室傍晚,抒情,,,
1077,碧,hide,zero-suprise,hide,aoi-wild,「所以呢，我想一直跟你在一起——不仅仅是以青梅竹马，而是以一个更加名正言顺的身份。」,教室傍晚,抒情,,,
1078,碧,hide,zero-suprise,hide,aoi-wild,「虽然这个想法有些自私，但在这样一个特殊的日子里，我想让我跟你的关系更进一步……」,教室傍晚,抒情,,,
1079,,hide,zero-default,hide,aoi-happy,碧的话语深深打动了我。,教室傍晚,抒情,,,
1080,,hide,zero-default,hide,aoi-happy,是的，这么久的相处，我已经离不开碧了。,教室傍晚,抒情,,,
1081,,hide,zero-default,hide,aoi-happy,似乎从很小的时候开始，碧在我身边就是那样的理所当然。,教室傍晚,抒情,,,
1082,,hide,zero-default,hide,aoi-happy,硬要说的话，我也很想一直跟碧在一起，因为我无法想象离开碧的日子将会是什么样子。,教室傍晚,抒情,,,
1083,零,hide,zero-default,hide,aoi-happy,（碧……）,教室傍晚,抒情,,,
1084,,hide,zero-hurt,hide,aoi-spoil,但是准备给出答复的时候，眼前却闪过了一个身影——,教室傍晚,抒情,,,
1085,,hide,zero-hurt,hide,aoi-spoil,那是一个雨天，公交车站，我遇见了一位少女。,教室傍晚,抒情,,,
1086,,hide,zero-hurt,hide,aoi-spoil,少女有着忧郁的眼神，诱使着人想要去了解她的一切。,教室傍晚,抒情,,,
1087,,hide,zero-hurt,hide,aoi-spoil,即使我跟碧相处时间更长，即使我更离不开碧。,教室傍晚,抒情,,,
1088,,hide,zero-hurt,hide,aoi-spoil,——但我还是。,教室傍晚,抒情,,,
1089,零,hide,zero-sad,hide,aoi-spoil,「对不起，碧。我暂时还不能给出答复。」,教室傍晚,抒情,,,
1090,零,hide,zero-sad,hide,aoi-spoil,「能听到这些话我当然很高兴了，因为我知道碧是那样的珍视我。但是这对现在的我来说还是——」,教室傍晚,抒情,,,
1091,碧,hide,zero-sad,hide,aoi-panic,「是因为那天的那个女孩儿吗。」,教室傍晚,抒情,,,
1092,,hide,zero-sad,hide,aoi-panic,碧收起了她的笑容，一针见血地指了出来。,教室傍晚,抒情,,,
1093,零,hide,zero-sad,hide,aoi-panic,「是……」,教室傍晚,抒情,,,
1094,,hide,zero-sad,hide,aoi-panic,我只能这样回答。,教室傍晚,抒情,,,
1095,零,hide,zero-sad,hide,aoi-panic,「对不起，碧……」,教室傍晚,抒情,,,
1096,,hide,zero-sad,hide,aoi-panic,我只能不停地道歉，祈祷着能让碧的心情稍微好点。,教室傍晚,抒情,,,
1097,碧,hide,zero-sad,hide,aoi-panic,……,教室傍晚,抒情,,,
1098,碧,hide,zero-sad,hide,aoi-panic,「为什么会这样呢……」,教室傍晚,抒情,,,
1099,,hide,zero-sad,hide,aoi-panic,碧的声音更冷了。,教室傍晚,抒情,,,
1100,碧,hide,zero-sad,hide,aoi-panic,「我本来以为我们之间已经没有任何阻碍了……」,教室傍晚,抒情,,,
1101,零,hide,zero-suprise,hide,aoi-panic,「碧？」,教室傍晚,抒情,,,
1102,碧,hide,zero-suprise,hide,aoi-panic,「走。」,教室傍晚,抒情,,,
1103,,hide,zero-suprise,hide,aoi-panic,她仅仅是冷冷吐出一个字。,教室傍晚,抒情,,,
1104,碧,hide,zero-suprise,hide,aoi-panic,「碧——」,教室傍晚,抒情,,,
1105,碧,hide,zero-suprise,hide,aoi-panic,「让我冷静会儿，你赶紧走——」,教室傍晚,抒情,,,
1106,碧,hide,zero-suprise,hide,aoi-panic,「没想到事情会变成这样，看来只能——」,教室傍晚,抒情,,,
1107,零,hide,zero-sad,hide,aoi-panic,「碧……」,教室傍晚,抒情,,,
1108,碧,hide,zero-sad,hide,aoi-panic,「你赶紧出去吧，零，这是我的教室。」,教室傍晚,抒情,,,
1109,,hide,zero-sad,hide,aoi-panic,碧的声音带上了不容置疑的急迫。,教室傍晚,抒情,,,
1110,碧,hide,zero-sad,hide,aoi-panic,「我怕你再待下去，我会——」,教室傍晚,抒情,,,
1111,零,hide,zero-sad,hide,aoi-panic,「……我知道了。」,教室傍晚,抒情,,,
1112,,hide,zero-sad,hide,hide,我抓起了手提包，飞速逃离了现场。,教室傍晚,抒情,,,
1113,,hide,zero-sad,hide,aoi-sad,临走前，我看到了教室里，碧那落寞的背影。,教室傍晚,抒情,,,
1114,零,hide,zero-sad,hide,hide,（也许刚才……不该那么回答她的。）,教室傍晚,抒情,,loadscene(PhotoExploration),
