ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1022,黎,hide,hide,aoi-sad,hide,「不用担心，碧。虽然我是警方相关人士，但你的行为并没有涉及违法——因为你不是零正式的监护人，甚至算不上失职。」,碧的房间,,,,
1023,黎,hide,hide,aoi-sad,hide,「而且因为零过量服药时你甚至会开口象征性劝说两句——所以我甚至不能把你看成不作为犯。啊，不作为犯的意思是——」,碧的房间,,,,
1024,碧,hide,hide,aoi-sad,hide,「我知道了。」,碧的房间,,,,
1025,,hide,hide,aoi-sad,hide,少女无情地打断了我的法律知识科普。,碧的房间,,,,
1026,碧,hide,hide,aoi-sad,hide,「但是我先说好，这不是发生在我们身上的事——只是跟我们同名的几个角色，在某部小说里遇到的事情罢了。」,碧的房间,,,,
1027,,hide,hide,hide,hide,故事其实比我想象中简单，而且带点悲情。,碧的房间,,,,
1028,,hide,hide,hide,hide,零和空很早就认识。有一次碧吃醋，因为这件事跟零吵架，零在情绪驱使下服用了大量药物——然后，零就忘记了空。,碧的房间,,,,
1029,,hide,hide,hide,hide,后来，空和碧聊过，空提及到想接近零只是因为零和她去世的妹妹很像，碧提到零失忆是间歇性发作的疾病，并没有提到过量服药之类的话语。,碧的房间,,,,
1030,,hide,hide,hide,hide,实际上，零甚至会忘记自己失忆这件事情——对零来说，很多情况下看待这个世界雾蒙蒙的，才是正常的状态。,碧的房间,,,,
1031,,hide,hide,hide,hide,不过因为零和碧认识太早，虽然零也会忘记一些和碧做过的事，但并不会像忘记空一样把碧忘记掉——,碧的房间,,,,
1032,,hide,hide,hide,hide,但是空没有放弃跟零接触。,碧的房间,,,,
1033,,hide,hide,hide,hide,空尝试再次跟零制造偶遇，然后再次熟识，并且变得要好——,碧的房间,,,,
1034,,hide,hide,hide,hide,然后就到了我在记忆片段里看到的内容。,碧的房间,,,,
1035,,hide,hide,hide,hide,后来两人在咖啡馆约会，约会后零在家门口和碧又吵了起来。零一怒之下服用了大量药物，然后再次失忆……,碧的房间,,,,
1036,,hide,hide,hide,hide,再后来，在空的设计下，零和空又于某个雨天在公交站台偶遇——这也就是零到今天唯一记得的现实。,碧的房间,,,,
1037,,hide,hide,hide,hide,然后碎片【命运】的故事，这也解释了为什么【命运】里零主观上和空第一次见面，但零感觉空似乎早就认识她——,碧的房间,,,,
1038,,hide,hide,hide,hide,空应该是厌倦了这种日子。既然相遇总是时效性的，那么跳出这个轮回不失为一种选择——,碧的房间,,,,
1039,,hide,hide,hide,hide,后来，空跟零聊天，并且打算就此别过……,碧的房间,,,,
1040,,hide,hide,hide,hide,不过纸终究包不住火，在收到空的某条短信后，零还是通过推理意识到了真相。,碧的房间,,,,
1041,,hide,hide,hide,hide,当然，因为零的手机坏了，那条短信内容是什么并不可靠——只能推测是某种跟零的疾病有关的资料。,碧的房间,,,,
1042,,hide,hide,hide,hide,零找到了碧，两人争吵后零选择了跳楼——,碧的房间,,,,
1043,黎,hide,hide,aoi-default,hide,「所以你多次试图激怒零，然后放任她服药，就是为了让她忘记空？」,碧的房间,,,,
1044,,hide,hide,aoi-default,hide,听完碧的叙述后，我尝试总结道。,碧的房间,,,,
1045,碧,hide,hide,aoi-default,hide,「不，黎先生。只是我每次劝她都劝不住，根本不存在这种情况——」,碧的房间,,,,
1046,黎,hide,hide,aoi-default,hide,「好好——我说了法律上不会把你怎么样的。你就不用这样了。」,碧的房间,,,,
1047,黎,hide,hide,aoi-default,hide,「我只是想知道，在那天晚上，空是好好地跟零道别了是吧……」,碧的房间,,,,
1048,碧,hide,hide,aoi-default,hide,「是……」,碧的房间,,,,
1049,碧,hide,hide,aoi-default,hide,「很不凑巧，那刚好是我准备跟零告白的前一天——明明是精挑细选的大好日子，却尽是被这种事情搅黄——」,碧的房间,,,,
1050,,hide,hide,aoi-default,hide,碧有些咬牙切齿。,碧的房间,,,,
1051,碧,hide,hide,aoi-default,hide,「那个女人，甚至后来还给零发短信，告诉了她所有真相！」,碧的房间,,,,
1052,碧,hide,hide,aoi-default,hide,「要不是那条短信，零也不会来质问我，更不会跳楼——」,碧的房间,,,,
1053,黎,hide,hide,aoi-default,hide,「怎么，你不是说这是小说角色的故事吗？怎么听起来像你自己经历了一样。」,碧的房间,,,,
1054,,hide,hide,aoi-default,hide,我提出了疑问，想着借此将她一军。,碧的房间,,,,
1055,碧,hide,hide,aoi-panic,hide,「那种事情怎么样都无所谓吧！」,碧的房间,,,,
1056,,hide,hide,aoi-panic,hide,碧怒气冲冲地说道。,碧的房间,,,,
1057,碧,hide,hide,aoi-panic,hide,「既然没有别的事，那能不能请你从我家离开——」,碧的房间,,,,
1058,黎,hide,hide,aoi-panic,hide,「好的，我明白了。」,碧的房间,,,,
1059,,hide,hide,aoi-panic,hide,既然知道了真相，那我选择暂时远离碧的怒火——,碧的房间,,,,
1060,黎,hide,hide,aoi-panic,hide,「我会把今天的事情如实转告给零的。」,碧的房间,,,,
1061,,hide,hide,aoi-panic,hide,我站起身，装作要离开的样子。,碧的房间,,,,
1062,碧,hide,hide,aoi-panic,hide,「啊——」,碧的房间,,,,
1063,碧,hide,hide,aoi-default,hide,「对不起……不该发这么大火。」,碧的房间,,,,
1064,,hide,hide,aoi-default,hide,碧的气势被我的动作浇灭了。,碧的房间,,,,
1065,碧,hide,hide,aoi-default,hide,「黎先生，现在最重要的，是让零恢复过来吧……如果你有什么办法，告诉我就好了。」,碧的房间,,,,
1066,,hide,hide,aoi-default,hide,碧显得有点委屈，反而整的我不太好意思了。,碧的房间,,,,
1067,黎,hide,hide,aoi-default,hide,「不逗你玩了，碧。我先跟你说说我打算怎么跟零汇报吧，但后面要怎么办还得看医生怎么说……」,碧的房间,,,,
1068,黎,hide,hide,hide,hide,「有必要的话，还得找到那位叫空的少女……」,碧的房间,,,,
1069,,hide,hide,hide,hide,（医院，1202号病房）,医院1202号病房,,,,
1070,黎,hide,hide,aoi-default,hide,「……所以，那位少女只是暂时离开，而你把离别这件事也忘记了而已。」,医院1202号病房,,,,
1071,黎,hide,hide,aoi-default,hide,「具体的事情去问碧吧，她已经鼓起勇气打算把一切告诉你了，即使会很残酷……」,医院1202号病房,,,,
1072,零,hide,hide,zero-suprise,hide,「诶——是这样吗，黎先生。」,医院1202号病房,,,,
1073,,hide,hide,zero-suprise,hide,少女惊讶地看着我。,医院1202号病房,,,,
1074,零,hide,hide,zero-suprise,hide,「但是为什么，碧之前什么都不说呢……」,医院1202号病房,,,,
1075,零,hide,hide,zero-sad,hide,「不过这样，我就能明白，为什么我会觉得这么悲伤了……」,医院1202号病房,,,,
1076,黎,hide,hide,zero-sad,hide,「零……」,医院1202号病房,,,,
1077,零,hide,hide,zero-serious,hide,「我明白了。谢谢你的帮忙，黎先生。」,医院1202号病房,,,,
1078,,hide,hide,zero-serious,hide,少女朝我鞠了一躬。,医院1202号病房,,,,
1079,零,hide,hide,zero-serious,hide,「我会找碧问个清楚的。谢谢你的情报，黎先生……」,医院1202号病房,,,,
1080,,hide,hide,hide,hide,…………,医院1202号病房,,,,
1081,,hide,hide,hide,hide,…………,医院1202号病房,,,,
1082,,hide,hide,hide,hide,后来的事情怎么样我不清楚了。,医院1202号病房,,,,
1083,,hide,hide,hide,hide,由于不是刑事案件，且我的委托已经结束，我并没有多少干涉这件事的理由。,医院1202号病房,,,,
1084,,hide,hide,hide,hide,只是有一次出任务回来，同事告诉我他在某家咖啡馆看到了三位少女，其中有一位跟零很像。,医院1202号病房,,,,
1085,,hide,hide,hide,hide,听说长得像零的那位少女正在教另外两人怎么品尝美式的苦涩，一位少女在耐心聆听，另一位长发少女则不断搅拌着拿铁里的拉花……,医院1202号病房,,,,
1086,,hide,hide,hide,hide,三位少女有说有笑，愉快地喝着咖啡，看起来甚是要好……,医院1202号病房,,,,
1087,黎,hide,hide,hide,hide,「事已至此，希望零的病早点好，也希望她们能过得幸福吧……」,医院1202号病房,,,,
1088,,hide,hide,hide,hide,我只能这样祈祷着。,医院1202号病房,,,loadscene(VNMainMenu),
